	Unnamed: 0	0	query	triples
5340	5340	The winning jockey of the 1997 Cheltenham Gold Cup held a record for winner of what award 20 consecutive times?	The winning jockey of the 1997 Cheltenham Gold Cup held a record for winner of what award 20 consecutive times?	"{""named_entities"": [""1997 Cheltenham Gold Cup""]}"
5341	5341	Which publisher released the prequel to the 2012 novel Boneland in 1960?	Which publisher released the prequel to the 2012 novel Boneland in 1960?	"{""named_entities"": [""Boneland"", ""2012 novel"", ""prequel"", ""publisher"", ""1960""]}"
5342	5342	What is the nationality of the dancer who partnered Tom Chambers in the sixth season of Strictly Come Dancing ?	What is the nationality of the dancer who partnered Tom Chambers in the sixth season of Strictly Come Dancing ?	"{""named_entities"": [""Tom Chambers""]}"
5343	5343	Which English Egyptologist is known mainly for his works in the Egyptian Museum that is named after the capital of Egypt?	Which English Egyptologist is known mainly for his works in the Egyptian Museum that is named after the capital of Egypt?	"{""named_entities"": [""English"", ""Egyptologist"", ""Egyptian Museum"", ""Egypt""]}"
5344	5344	Do James Schuyler and A. E. Housman have the same nationality?	Do James Schuyler and A. E. Housman have the same nationality?	"{""named_entities"": [""James Schuyler"", ""A. E. Housman""]}"
5345	5345	Who is younger, Terry Glaze or Hayley Williams?	Who is younger, Terry Glaze or Hayley Williams?	"{""named_entities"": [""Terry Glaze"", ""Hayley Williams""]}"
5346	5346	Are Dorothy Parker and Maxine Kumin the same nationality?	Are Dorothy Parker and Maxine Kumin the same nationality?	"{""named_entities"": [""Dorothy Parker"", ""Maxine Kumin""]}"
5347	5347	For which Thomas Rickman film did Sissy Spacek win an Academy Award for Best Actress?	For which Thomas Rickman film did Sissy Spacek win an Academy Award for Best Actress?	"{""named_entities"": [""Thomas Rickman"", ""Sissy Spacek"", ""Academy Award for Best Actress""]}"
5348	5348	The Runge-Kutta methods were developed by M.W. Kutta and a German mathematician, physicist, and Spectroscopist that was born in what year?	The Runge-Kutta methods were developed by M.W. Kutta and a German mathematician, physicist, and Spectroscopist that was born in what year?	"{""named_entities"": [""Runge-Kutta"", ""M.W. Kutta""]}"
5349	5349	ElvenQuest is a comic fantasy broadcast that stars what English actress who is the wife of Lord Frederick Windsor, and who is formally referred to as what?	ElvenQuest is a comic fantasy broadcast that stars what English actress who is the wife of Lord Frederick Windsor, and who is formally referred to as what?	"{""named_entities"": [""ElvenQuest"", ""English actress"", ""Lord Frederick Windsor""]}"
5350	5350	When was the person who did the music for Manru born?	When was the person who did the music for Manru born?	"{""named_entities"": [""Manru""]}"
5351	5351	Oxley Highway ends at a coastal town that had how many inhabitants in June 2016 ?	Oxley Highway ends at a coastal town that had how many inhabitants in June 2016 ?	"{""named_entities"": [""Oxley Highway""]}"
5352	5352	"Which  baseball team who represents Texas Tech University in NCAA Division I college baseball is  ""The Law"" its home stadium"	"Which  baseball team who represents Texas Tech University in NCAA Division I college baseball is  ""The Law"" its home stadium"	"{""named_entities"": [""Texas Tech University"", ""NCAA Division I"", ""The Law""]}"
5353	5353	Which occurred first, the first publication of The Ladder or Heat?	Which occurred first, the first publication of The Ladder or Heat?	"{""named_entities"": [""The Ladder"", ""Heat""]}"
5354	5354	Who designed the building that the 58th Technology & Engineering Emmy Awards were held in?	Who designed the building that the 58th Technology & Engineering Emmy Awards were held in?	"{""named_entities"": [""58th Technology & Engineering Emmy Awards""]}"
5355	5355	What did Eric Radomski produce that premiered on Disney XD on May 26, 2013?	What did Eric Radomski produce that premiered on Disney XD on May 26, 2013?	"{""named_entities"": [""Eric Radomski"", ""Disney XD""]}"
5356	5356	Are Portland International Airport and Gerald R. Ford International Airport both located in Oregon?	Are Portland International Airport and Gerald R. Ford International Airport both located in Oregon?	"{""named_entities"": [""Portland International Airport"", ""Gerald R. Ford International Airport"", ""Oregon""]}"
5357	5357	"The composer for the music in the film ""A Clockwork Orange"" was born in which state?"	"The composer for the music in the film ""A Clockwork Orange"" was born in which state?"	"{""named_entities"": [""A Clockwork Orange""]}"
5358	5358	The film Navakoti Narayana was based on the life of Purandara Dasa who was born in what year?	The film Navakoti Narayana was based on the life of Purandara Dasa who was born in what year?	"{""named_entities"": [""Navakoti Narayana"", ""Purandara Dasa""]}"
5359	5359	How many times has the author of Writing with Intent been shortlisted for the Booker Prize ? 	How many times has the author of Writing with Intent been shortlisted for the Booker Prize ? 	"{""named_entities"": [""Writing with Intent"", ""Booker Prize""]}"
5360	5360	In which county is the university, at which Roger Groot was the Class of 1975 Alumni Professor of Law, located?	In which county is the university, at which Roger Groot was the Class of 1975 Alumni Professor of Law, located?	"{""named_entities"": [""Roger Groot"", ""Class of 1975 Alumni Professor of Law""]}"
5361	5361	When did Peter Capaldi play the role of Mr. Curry in Paddington 2?	When did Peter Capaldi play the role of Mr. Curry in Paddington 2?	"{""named_entities"": [""Peter Capaldi"", ""Mr. Curry"", ""Paddington 2""]}"
5362	5362	"What waltz was composed by ""The Waltz King"" in 1844?"	"What waltz was composed by ""The Waltz King"" in 1844?"	"{""named_entities"": [""The Waltz King""]}"
5363	5363	New Jersey politicians Linda Stender and Leonard Lance were born within a year of each other beginning in which year?	New Jersey politicians Linda Stender and Leonard Lance were born within a year of each other beginning in which year?	"{""named_entities"": [""New Jersey"", ""Linda Stender"", ""Leonard Lance""]}"
5364	5364	Aerodynamik is a Kraftwerk song on an album recorded for what anniversity of the Tour de France bicycle race?	Aerodynamik is a Kraftwerk song on an album recorded for what anniversity of the Tour de France bicycle race?	"{""named_entities"": [""Aerodynamik"", ""Kraftwerk"", ""Tour de France""]}"
5365	5365	Who was born first, Lecrae Devaughn Moore or Gawvi?	Who was born first, Lecrae Devaughn Moore or Gawvi?	"{""named_entities"": [""Lecrae Devaughn Moore"", ""Gawvi""]}"
5366	5366	What do Woodstock and American Dream have in common?	What do Woodstock and American Dream have in common?	"{""named_entities"": [""Woodstock"", ""American Dream""]}"
5367	5367	The former Associate Director of the Northeast Intelligence Network has wrote for a publication which typically falls where on the political spectrum?	The former Associate Director of the Northeast Intelligence Network has wrote for a publication which typically falls where on the political spectrum?	"{""named_entities"": [""Northeast Intelligence Network""]}"
5368	5368	"Are the movies ""Monsters, Inc."" and ""Mary Poppins"" both by the same company?"	"Are the movies ""Monsters, Inc."" and ""Mary Poppins"" both by the same company?"	"{""named_entities"": [""Monsters, Inc."", ""Mary Poppins""]}"
5369	5369	"What actor replaced the Welch actor born in 1978 who played Robin Hood in the first season of ""Once upon a Time""?"	"What actor replaced the Welch actor born in 1978 who played Robin Hood in the first season of ""Once upon a Time""?"	"{""named_entities"": [""Welch"", ""1978"", ""Robin Hood"", ""Once upon a Time""]}"
5370	5370	I Love Melvin is a musical and dancing comedy film starring an American dancer, singer, and actor who co=starred with a talking mule named what? 	I Love Melvin is a musical and dancing comedy film starring an American dancer, singer, and actor who co=starred with a talking mule named what? 	"{""named_entities"": [""I Love Melvin"", ""American"", ""dancer"", ""singer"", ""actor"", ""talking mule""]}"
5371	5371	June Martino served as bookkeeper for the man who revolutionized what company?	June Martino served as bookkeeper for the man who revolutionized what company?	"{""named_entities"": [""June Martino""]}"
5372	5372	From which phrase the name of the place where Hazina Towers is under construction?	From which phrase the name of the place where Hazina Towers is under construction?	"{""named_entities"": [""Hazina Towers""]}"
5373	5373	The American Astronomical Society presents an award named after what New Zealand astronomer?	The American Astronomical Society presents an award named after what New Zealand astronomer?	"{""named_entities"": [""American Astronomical Society"", ""New Zealand astronomer""]}"
5374	5374	Alexander Borodin wrote what piece of music named after the Kiphchaks and Cumans?	Alexander Borodin wrote what piece of music named after the Kiphchaks and Cumans?	"{""named_entities"": [""Alexander Borodin"", ""Kiphchaks"", ""Cumans""]}"
5375	5375	Insomniac Events is part of a partnership with a club founded by an investor of what heritage?	Insomniac Events is part of a partnership with a club founded by an investor of what heritage?	"{""named_entities"": [""Insomniac Events""]}"
5376	5376	From which alphabet was this alphabet derived that the name of the club Ilysiakos B.C. has the starting letter of?	From which alphabet was this alphabet derived that the name of the club Ilysiakos B.C. has the starting letter of?	"{""named_entities"": [""Ilysiakos B.C.""]}"
5377	5377	How was Tiger Pataudi related to Iftikhar Ali Khan Pataudi?	How was Tiger Pataudi related to Iftikhar Ali Khan Pataudi?	"{""named_entities"": [""Tiger Pataudi"", ""Iftikhar Ali Khan Pataudi""]}"
5378	5378	Where is the university located in which the current editor-in-chief of Review of Policy Reseach is from?	Where is the university located in which the current editor-in-chief of Review of Policy Reseach is from?	"{""named_entities"": [""university"", ""editor-in-chief"", ""Review of Policy Research""]}"
5379	5379	Siegfriedstellung in the First World War was a defensive position of what country's army?	Siegfriedstellung in the First World War was a defensive position of what country's army?	"{""named_entities"": [""Siegfriedstellung"", ""First World War""]}"
5380	5380	"The actor known for his role as ""Freddie""  in The Deep Blue Sea won the Laurence Olivier Award for his role in which play?"	"The actor known for his role as ""Freddie""  in The Deep Blue Sea won the Laurence Olivier Award for his role in which play?"	"{""named_entities"": [""Freddie"", ""The Deep Blue Sea"", ""Laurence Olivier Award""]}"
